code,p22lee,p22yoon,p22sim,p22etc,p22valid,p17moon,p17HY,p17Ahn,p17sim,p17etc,p17valid,r22lee,r22yoon,r22sim,r17moon,r17HYA,r17sim,d_the,d_kuk,d_sim,win22r,winner,wingap22,sec22r,sec22
2204066,851,4154,90,89,5184,854,3556,644,204,672,5286,0.164158951,0.801311728,0.017361111,0.161558835,0.794551646,0.038592509,0.002600116,0.006760083,-0.021231397,0.801311728,2,0.637152778,0.164158951,1
2205051,919,3068,101,32,4120,691,2319,461,150,486,3646,0.223058252,0.744660194,0.024514563,0.189522765,0.76247943,0.041140976,0.033535488,-0.017819235,-0.016626413,0.744660194,2,0.521601942,0.223058252,1
2205052,2657,9702,247,106,12712,2593,7211,1707,482,1784,12070,0.209015104,0.763215859,0.019430459,0.214830157,0.738856669,0.03993372,-0.005815054,0.02435919,-0.020503261,0.763215859,2,0.554200755,0.209015104,1
2205055,429,2064,36,50,2579,503,2088,358,112,377,3080,0.166343544,0.800310198,0.013958899,0.163311688,0.794155844,0.036363636,0.003031856,0.006154354,-0.022404738,0.800310198,2,0.633966654,0.166343544,1
2205056,2534,8147,216,106,11003,2275,5346,1529,474,1575,9670,0.230300827,0.740434427,0.01963101,0.235263702,0.710961737,0.04901758,-0.004962875,0.02947269,-0.02938657,0.740434427,2,0.5101336,0.230300827,1
2205057,2583,9244,256,123,12206,2715,7334,1926,579,1992,12620,0.211617237,0.757332459,0.020973292,0.215134707,0.733755943,0.045879556,-0.003517469,0.023576516,-0.024906264,0.757332459,2,0.545715222,0.211617237,1
2205081,1361,6553,129,98,8141,917,4709,786,203,821,6650,0.167178479,0.804937968,0.015845719,0.137894737,0.826315789,0.030526316,0.029283742,-0.021377821,-0.014680597,0.804937968,2,0.637759489,0.167178479,1
2205061,994,4688,76,107,5865,976,4439,839,191,899,6505,0.169479966,0.799317988,0.012958227,0.150038432,0.811375865,0.029362029,0.019441534,-0.012057877,-0.016403802,0.799317988,2,0.629838022,0.169479966,1
2205062,1460,5863,130,76,7529,1476,4731,1198,311,1233,7751,0.193916855,0.778722274,0.017266569,0.190427042,0.764933557,0.040123855,0.003489813,0.013788717,-0.022857286,0.778722274,2,0.584805419,0.193916855,1
2205063,1188,3960,119,83,5350,1267,3095,769,298,805,5465,0.222056075,0.740186916,0.022242991,0.231838975,0.707044831,0.05452882,-0.009782901,0.033142085,-0.032285829,0.740186916,2,0.518130841,0.222056075,1
2205064,1188,4506,109,89,5892,1011,3758,807,241,833,5843,0.201629328,0.764765784,0.018499661,0.173027554,0.781276741,0.041245935,0.028601774,-0.016510957,-0.022746275,0.764765784,2,0.563136456,0.201629328,1
2205065,1043,3511,126,70,4750,1080,2431,642,245,670,4426,0.219578947,0.739157895,0.026526316,0.244012653,0.694306371,0.055354722,-0.024433705,0.044851523,-0.028828406,0.739157895,2,0.519578947,0.219578947,1
2205066,3729,12236,359,181,16505,4014,9626,2572,782,2655,17077,0.225931536,0.741351106,0.021750985,0.235052995,0.71429408,0.045792587,-0.009121459,0.027057026,-0.024041602,0.741351106,2,0.51541957,0.225931536,1
2205084,2154,8002,205,120,10481,2471,6742,1624,491,1679,11383,0.205514741,0.763476767,0.019559202,0.217078099,0.734955636,0.043134499,-0.011563358,0.028521132,-0.023575296,0.763476767,2,0.557962027,0.205514741,1
2205070,844,3417,59,66,4386,853,2978,686,199,710,4740,0.192430461,0.779069767,0.013451892,0.179957806,0.772995781,0.041983122,0.012472655,0.006073987,-0.02853123,0.779069767,2,0.586639307,0.192430461,1
2205071,4870,14826,373,259,20328,3696,9101,2457,757,2521,16075,0.239571035,0.729338843,0.018349075,0.22992224,0.719004666,0.047091757,0.009648796,0.010334177,-0.028742682,0.729338843,2,0.489767808,0.239571035,1
2205075,4737,14934,372,228,20271,3379,9060,2402,681,2480,15600,0.233683587,0.736717478,0.018351339,0.216602564,0.73474359,0.043653846,0.017081023,0.001973888,-0.025302507,0.736717478,2,0.503033891,0.233683587,1
2205078,2657,9741,266,196,12860,2679,7791,1987,701,2057,13228,0.206609642,0.757465008,0.020684292,0.202524947,0.739189598,0.05299365,0.004084695,0.01827541,-0.032309357,0.757465008,2,0.550855365,0.206609642,1
2205074,3173,11232,268,207,14880,2963,8347,2043,698,2116,14124,0.213239247,0.75483871,0.018010753,0.209784764,0.735627301,0.049419428,0.003454484,0.019211409,-0.031408675,0.75483871,2,0.541599462,0.213239247,1
2205079,5098,14279,476,258,20111,5154,11010,3576,1135,3667,20966,0.253493113,0.710009448,0.023668639,0.245826576,0.695697796,0.054135267,0.007666537,0.014311651,-0.030466628,0.710009448,2,0.456516334,0.253493113,1
2205077,2115,8330,210,146,10801,2166,6735,1701,533,1762,11196,0.195815202,0.771224887,0.019442644,0.193461951,0.753483387,0.047606288,0.002353252,0.0177415,-0.028163644,0.771224887,2,0.575409684,0.195815202,1
2205076,3167,11621,315,214,15317,3107,8839,2255,717,2324,14987,0.206763727,0.758699484,0.020565385,0.207313005,0.740241543,0.047841463,-0.000549278,0.018457942,-0.027276078,0.758699484,2,0.551935758,0.206763727,1
2205082,4664,12533,469,198,17864,4639,8864,2982,1094,3060,17657,0.261083744,0.701578594,0.026253918,0.262728663,0.670895396,0.06195843,-0.001644919,0.030683198,-0.035704512,0.701578594,2,0.44049485,0.261083744,1
2205083,4264,11148,354,189,15955,3470,6856,2220,776,2286,13388,0.267251645,0.698715136,0.022187402,0.259187332,0.677920526,0.057962354,0.008064313,0.02079461,-0.035774952,0.698715136,2,0.431463491,0.267251645,1
2206051,1858,7871,179,83,9991,2396,6375,1514,414,1558,10743,0.185967371,0.787809028,0.017916125,0.223028949,0.734338639,0.038536722,-0.037061578,0.053470389,-0.020620597,0.787809028,2,0.601841657,0.185967371,1
2206052,1301,6490,116,65,7972,1769,5183,1300,324,1326,8602,0.163196187,0.814099348,0.014550928,0.205649849,0.753661939,0.037665659,-0.042453662,0.060437409,-0.023114731,0.814099348,2,0.650903161,0.163196187,1
2206053,1910,7306,183,61,9460,1896,4214,1249,345,1284,7739,0.201902748,0.77230444,0.019344609,0.244992893,0.705905156,0.044579403,-0.043090145,0.066399284,-0.025234794,0.77230444,2,0.570401691,0.201902748,1
2206054,2068,7472,191,68,9799,2182,5065,1503,391,1549,9187,0.211041943,0.762526788,0.019491785,0.237509524,0.714923261,0.042560139,-0.026467581,0.047603527,-0.023068354,0.762526788,2,0.551484845,0.211041943,1
2206055,2980,10920,246,138,14284,3142,8641,2186,606,2256,14645,0.208625035,0.764491739,0.017222067,0.214544213,0.739296688,0.04137931,-0.005919178,0.025195051,-0.024157244,0.764491739,2,0.555866704,0.208625035,1
2206056,1364,5004,128,78,6574,1483,4289,1091,307,1122,7201,0.207484028,0.761180408,0.019470642,0.205943619,0.747118456,0.042632968,0.001540409,0.014061952,-0.023162326,0.761180408,2,0.55369638,0.207484028,1
2206057,2175,8073,181,84,10513,2500,6047,1701,466,1724,10737,0.206886712,0.767906402,0.017216779,0.232839713,0.721616839,0.043401323,-0.025953001,0.046289563,-0.026184543,0.767906402,2,0.56101969,0.206886712,1
2206058,2195,8603,182,103,11083,2505,6992,1598,447,1664,11608,0.198051069,0.776233872,0.016421547,0.215799449,0.740006892,0.038507926,-0.017748379,0.03622698,-0.022086379,0.776233872,2,0.578182802,0.198051069,1
2206059,1373,6705,138,67,8283,1460,4515,1114,264,1143,7382,0.165761198,0.809489315,0.01666063,0.19777838,0.76253048,0.035762666,-0.032017182,0.046958836,-0.019102036,0.809489315,2,0.643728118,0.165761198,1
2206060,1707,7490,158,74,9429,2046,5999,1453,375,1488,9908,0.181037226,0.794357832,0.016756814,0.206499798,0.752119499,0.037848203,-0.025462573,0.042238333,-0.021091389,0.794357832,2,0.613320607,0.181037226,1
2206061,2871,10523,233,82,13709,3106,7092,2149,513,2198,12909,0.209424466,0.767597928,0.016996134,0.240607328,0.715857154,0.039739716,-0.031182863,0.051740774,-0.022743583,0.767597928,2,0.558173463,0.209424466,1
2206062,1255,4985,86,70,6396,1210,4187,940,297,971,6665,0.196216385,0.779393371,0.013445904,0.181545386,0.769242311,0.04456114,0.014670999,0.01015106,-0.031115237,0.779393371,2,0.583176986,0.196216385,1
2206063,1348,5806,92,74,7320,1314,4677,934,281,985,7257,0.184153005,0.793169399,0.012568306,0.181066556,0.773184512,0.038721235,0.003086449,0.019984887,-0.026152929,0.793169399,2,0.609016393,0.184153005,1
2206064,1719,7935,142,102,9898,1979,6418,1341,329,1391,10117,0.173671449,0.801677106,0.014346333,0.195611347,0.766926955,0.032519522,-0.021939898,0.034750152,-0.018173189,0.801677106,2,0.628005658,0.173671449,1
2206065,1425,5942,120,104,7591,1633,5672,1211,330,1266,8901,0.187722303,0.782769069,0.015808194,0.183462532,0.773283901,0.037074486,0.00425977,0.009485168,-0.021266292,0.782769069,2,0.595046766,0.187722303,1
2206066,1501,6908,114,86,8609,1586,4981,1223,305,1250,8122,0.174352422,0.802416076,0.013241956,0.1952721,0.763851268,0.037552327,-0.020919679,0.038564808,-0.024310371,0.802416076,2,0.628063654,0.174352422,1
2206067,2629,10676,228,165,13698,2856,8714,2079,597,2158,14325,0.191925829,0.779383852,0.016644766,0.199371728,0.753438045,0.041675393,-0.007445899,0.025945806,-0.025030627,0.779383852,2,0.587458023,0.191925829,1
2206068,2175,8216,196,106,10693,2443,7276,1784,516,1849,12084,0.203404096,0.768353128,0.018329748,0.202168156,0.749751738,0.042701092,0.00123594,0.01860139,-0.024371344,0.768353128,2,0.564949032,0.203404096,1
2206069,1355,6003,117,95,7570,1462,5125,1128,280,1182,8049,0.178996037,0.792998679,0.015455746,0.18163747,0.776866692,0.03478693,-0.002641434,0.016131987,-0.019331184,0.792998679,2,0.614002642,0.178996037,1
2206070,2276,7896,185,100,10457,2081,5498,1559,396,1599,9574,0.217653247,0.755092283,0.017691499,0.217359515,0.73710048,0.041362022,0.000293731,0.017991802,-0.023670524,0.755092283,2,0.537439036,0.217653247,1
2206071,4750,13532,441,183,18906,5124,9962,3197,987,3291,19364,0.251242992,0.715751613,0.023325928,0.264614749,0.679560008,0.050970874,-0.013371757,0.036191605,-0.027644946,0.715751613,2,0.464508622,0.251242992,1
2206072,3918,12564,360,173,17015,3897,8734,2384,682,2447,15760,0.230267411,0.738407288,0.021157802,0.247271574,0.705456853,0.043274112,-0.017004162,0.032950435,-0.02211631,0.738407288,2,0.508139877,0.230267411,1
2206073,4516,14175,433,195,19319,5135,10810,3315,981,3414,20340,0.233759511,0.73373363,0.022413168,0.25245821,0.694444444,0.048230088,-0.018698699,0.039289186,-0.02581692,0.73373363,2,0.499974119,0.233759511,1
2207075,2320,9846,223,194,12583,2622,8581,1927,633,2029,13865,0.184375745,0.782484304,0.017722324,0.189109268,0.757879553,0.045654526,-0.004733523,0.024604751,-0.027932202,0.782484304,2,0.598108559,0.184375745,1
2207076,1355,6379,151,136,8021,1622,6117,1209,397,1279,9415,0.168931555,0.795287371,0.018825583,0.172278279,0.778120021,0.042166755,-0.003346725,0.017167349,-0.023341172,0.795287371,2,0.626355816,0.168931555,1
2207055,1097,4782,105,78,6062,1260,4025,886,313,927,6525,0.180963378,0.788848565,0.017321016,0.193103448,0.752643678,0.047969349,-0.01214007,0.036204887,-0.030648332,0.788848565,2,0.607885186,0.180963378,1
2207056,2845,9761,231,173,13010,3137,7521,2069,631,2175,13464,0.21867794,0.750269024,0.017755573,0.232991682,0.712269756,0.046865716,-0.014313741,0.037999267,-0.029110143,0.750269024,2,0.531591084,0.21867794,1
2207057,2729,11478,298,199,14704,3032,9425,2404,700,2519,15676,0.185595756,0.780603917,0.020266594,0.193416688,0.754593008,0.044654249,-0.007820932,0.026010909,-0.024387654,0.780603917,2,0.595008161,0.185595756,1
2207058,1508,6208,156,109,7981,1531,5569,1293,429,1339,8868,0.188948753,0.777847388,0.019546423,0.172643212,0.773793415,0.048376184,0.016305542,0.004053973,-0.028829761,0.777847388,2,0.588898634,0.188948753,1
2207059,2267,8474,238,140,11119,2476,6375,1634,538,1698,11087,0.203885241,0.762118896,0.021404803,0.223324614,0.722377559,0.0485253,-0.019439373,0.039741336,-0.027120497,0.762118896,2,0.558233654,0.203885241,1
2207072,3737,14256,356,209,18558,4082,11446,3088,1078,3181,19787,0.201368682,0.768186227,0.019183102,0.206297064,0.734522666,0.054480214,-0.004928382,0.033663561,-0.035297113,0.768186227,2,0.566817545,0.201368682,1
2207073,3765,13169,403,231,17568,3953,10196,2937,978,3034,18161,0.214310109,0.749601548,0.022939435,0.217664226,0.723142999,0.05385166,-0.003354116,0.02645855,-0.030912225,0.749601548,2,0.535291439,0.214310109,1
2207060,3212,10937,343,204,14696,3180,8255,2447,765,2508,14708,0.218562874,0.744216113,0.023339684,0.216208866,0.727631221,0.05201251,0.002354008,0.016584892,-0.028672826,0.744216113,2,0.525653239,0.218562874,1
2207074,2416,9042,215,126,11799,2552,7035,1874,655,1947,12189,0.204763116,0.76633613,0.018221883,0.209369103,0.730904914,0.053736976,-0.004605988,0.035431216,-0.035515093,0.76633613,2,0.561573015,0.204763116,1
2207061,3766,12939,368,243,17316,3803,10494,2919,929,3020,18246,0.217486717,0.747227997,0.021252021,0.208429245,0.735120026,0.050915269,0.009057473,0.012107971,-0.029663248,0.747227997,2,0.52974128,0.217486717,1
2207077,4269,12900,381,166,17716,15455,31459,9837,2860,10117,59891,0.240968616,0.72815534,0.021505983,0.258052128,0.689519293,0.047753419,-0.017083512,0.038636046,-0.026247435,0.72815534,2,0.487186724,0.240968616,1
2207063,2617,8936,217,178,11948,2276,7365,1793,461,1886,11988,0.219032474,0.7479076,0.018162035,0.189856523,0.763930597,0.038455122,0.029175951,-0.016022998,-0.020293086,0.7479076,2,0.528875126,0.219032474,1
2207078,6261,21987,578,338,29164,15455,31459,9837,2860,10117,59891,0.214682485,0.753908929,0.019818955,0.258052128,0.689519293,0.047753419,-0.043369643,0.064389635,-0.027934464,0.753908929,2,0.539226444,0.214682485,1
2207065,4560,16906,404,202,22072,5396,14226,3846,1189,3949,24760,0.206596593,0.765947807,0.018303733,0.217932149,0.729886914,0.048021002,-0.011335556,0.036060893,-0.029717268,0.765947807,2,0.559351214,0.206596593,1
2207066,2380,9493,238,158,12269,2396,7553,1828,568,1885,12402,0.19398484,0.773738691,0.019398484,0.193194646,0.756410256,0.045799065,0.000790194,0.017328435,-0.026400581,0.773738691,2,0.579753851,0.19398484,1
2207067,1510,6259,130,116,8015,1352,5117,1058,296,1118,7883,0.188396756,0.780910792,0.016219588,0.171508309,0.783331219,0.037549156,0.016888447,-0.002420427,-0.021329568,0.780910792,2,0.592514036,0.188396756,1
2207068,5086,17276,456,249,23067,5307,13887,3578,1251,3673,24118,0.220488143,0.748948715,0.0197685,0.220043121,0.724147939,0.051869973,0.000445022,0.024800775,-0.032101472,0.748948715,2,0.528460571,0.220488143,1
2207069,2160,8928,203,218,11509,2186,7316,1693,525,1779,11806,0.187679208,0.775740725,0.01763837,0.185160088,0.763086566,0.044468914,0.002519119,0.012654158,-0.026830544,0.775740725,2,0.588061517,0.187679208,1
2207070,1746,7638,180,175,9739,2080,7441,1618,478,1711,11710,0.179279187,0.784269432,0.01848239,0.177625961,0.773612297,0.040819812,0.001653226,0.010657135,-0.022337422,0.784269432,2,0.604990245,0.179279187,1
2207071,1667,6714,132,114,8627,1605,4977,1240,347,1320,8249,0.193230555,0.778254318,0.0153008,0.194569039,0.753667111,0.042065705,-0.001338483,0.024587207,-0.026764905,0.778254318,2,0.585023763,0.193230555,1
2207079,4569,12150,368,140,17227,15455,31459,9837,2860,10117,59891,0.265223196,0.70528821,0.021361816,0.258052128,0.689519293,0.047753419,0.007171068,0.015768917,-0.026391603,0.70528821,2,0.440065014,0.265223196,1
2231011,5377,21208,560,381,27526,5487,16261,4087,1378,4229,27355,0.195342585,0.770471554,0.020344402,0.200584902,0.743849388,0.050374703,-0.005242317,0.026622166,-0.030030301,0.770471554,2,0.575128969,0.195342585,1
2231012,2087,7420,175,210,9892,1961,5764,1494,607,1586,9918,0.210978569,0.750101092,0.017691063,0.197721315,0.731800766,0.061201855,0.013257254,0.018300326,-0.043510792,0.750101092,2,0.539122523,0.210978569,1
2231013,11385,33238,991,572,46186,9561,21010,6662,2113,6822,39506,0.246503269,0.719655307,0.021456718,0.242013871,0.700450564,0.053485546,0.004489398,0.019204742,-0.032028828,0.719655307,2,0.473152037,0.246503269,1
2231031,779,3741,70,60,4650,809,3088,651,153,684,4734,0.167526882,0.804516129,0.015053763,0.170891424,0.789818335,0.032319392,-0.003364542,0.014697794,-0.017265628,0.804516129,2,0.636989247,0.167526882,1
2231032,572,2509,24,42,3147,318,1753,290,66,310,2447,0.181760407,0.797267239,0.007626311,0.129955047,0.834899877,0.026971802,0.05180536,-0.037632639,-0.019345491,0.797267239,2,0.615506832,0.181760407,1
2231036,2665,7068,216,195,10144,775,2457,499,161,534,3927,0.262716877,0.696766562,0.021293375,0.197351668,0.752737459,0.040998217,0.065365209,-0.055970897,-0.019704842,0.696766562,2,0.434049685,0.262716877,1
2231014,4835,10649,390,225,16099,3807,5855,2119,764,2177,12603,0.300329213,0.661469657,0.024225107,0.302070935,0.632706498,0.060620487,-0.001741722,0.028763158,-0.03639538,0.661469657,2,0.361140444,0.300329213,1
2231015,2979,11188,274,211,14652,2010,6551,1477,397,1541,10499,0.203316953,0.763581764,0.018700519,0.191446804,0.764644252,0.037813125,0.011870149,-0.001062488,-0.019112606,0.763581764,2,0.56026481,0.203316953,1
2231016,2616,8177,196,237,11226,2123,5564,1385,529,1452,9668,0.233030465,0.728398361,0.017459469,0.219590401,0.718762929,0.054716591,0.013440064,0.009635432,-0.037257122,0.728398361,2,0.495367896,0.233030465,1
2301053,1418,1508,75,39,3040,1088,1126,660,166,678,3058,0.466447368,0.496052632,0.024671053,0.355788097,0.584041857,0.054283846,0.110659272,-0.087989226,-0.029612793,0.496052632,2,0.029605263,0.466447368,1
2301052,1500,1929,56,41,3526,1304,1396,977,176,982,3858,0.425411231,0.547078843,0.015882019,0.337998963,0.615085537,0.045619492,0.087412268,-0.068006694,-0.029737473,0.547078843,2,0.121667612,0.425411231,1
2301054,3104,3446,158,109,6817,2762,2499,1765,518,1806,7585,0.455332258,0.505500953,0.023177351,0.36413975,0.562162162,0.068292683,0.091192508,-0.056661209,-0.045115332,0.505500953,2,0.050168696,0.455332258,1
2301056,1143,1396,63,46,2648,894,973,626,157,640,2664,0.431646526,0.527190332,0.023791541,0.335585586,0.600225225,0.058933934,0.09606094,-0.073034893,-0.035142393,0.527190332,2,0.095543807,0.431646526,1
2301057,758,930,44,35,1767,659,826,521,146,531,2162,0.428975665,0.526315789,0.024900962,0.304810361,0.623034228,0.067530065,0.124165304,-0.096718438,-0.042629103,0.526315789,2,0.097340125,0.428975665,1
2301058,1342,1731,83,69,3225,1090,1204,797,202,825,3321,0.416124031,0.536744186,0.025736434,0.328214393,0.602529359,0.060825053,0.087909638,-0.065785173,-0.035088619,0.536744186,2,0.120620155,0.416124031,1
2301065,4847,5128,243,135,10353,7395,4476,3749,1168,3835,16874,0.468173476,0.495315368,0.023471458,0.438248192,0.487436293,0.069218917,0.029925284,0.007879075,-0.045747459,0.495315368,2,0.027141891,0.468173476,1
2301063,719,1417,30,28,2194,524,1034,535,101,551,2210,0.327711942,0.645852325,0.013673655,0.237104072,0.709954751,0.045701357,0.090607869,-0.064102427,-0.032027702,0.645852325,2,0.318140383,0.327711942,1
2301064,10847,8209,663,313,20032,6570,2821,2777,1147,2847,13385,0.541483626,0.409794329,0.033097045,0.490847964,0.418229361,0.08569294,0.050635662,-0.008435032,-0.052595895,0.541483626,1,0.131689297,0.409794329,2
2301066,11303,9109,537,216,21165,7395,4476,3749,1168,3835,16874,0.534042051,0.430380345,0.025372077,0.438248192,0.487436293,0.069218917,0.095793858,-0.057055948,-0.04384684,0.534042051,1,0.103661706,0.430380345,2
2301067,1573,1808,73,70,3524,1580,1646,1086,295,1114,4635,0.446367764,0.513053348,0.020715096,0.340884574,0.589428263,0.06364617,0.10548319,-0.076374915,-0.042931074,0.513053348,2,0.066685585,0.446367764,1
2302051,2031,1896,125,57,4109,1620,1302,1145,359,1172,4453,0.494280847,0.461426138,0.030421027,0.363799686,0.549517179,0.080619807,0.130481161,-0.088091042,-0.05019878,0.494280847,1,0.032854709,0.461426138,2
2302052,1600,1774,86,47,3507,1252,1375,883,290,895,3812,0.456230396,0.505845452,0.024522384,0.328436516,0.592339979,0.076075551,0.12779388,-0.086494527,-0.051553167,0.505845452,2,0.049615056,0.456230396,1
2302053,1893,2133,123,62,4211,1698,1663,1207,386,1237,4984,0.449536927,0.506530515,0.029209214,0.340690209,0.575842697,0.077447833,0.108846718,-0.069312181,-0.048238619,0.506530515,2,0.056993588,0.449536927,1
2302055,3178,3125,212,69,6584,2738,2057,1511,532,1540,6867,0.482685298,0.47463548,0.032199271,0.398718509,0.519586428,0.077471967,0.083966789,-0.044950948,-0.045272696,0.482685298,1,0.008049818,0.47463548,2
2302057,950,1083,54,35,2122,829,810,642,165,660,2464,0.447690858,0.510367578,0.025447691,0.336444805,0.589285714,0.066964286,0.111246052,-0.078918137,-0.041516595,0.510367578,2,0.06267672,0.447690858,1
2302058,397,518,21,8,944,503,619,355,87,377,1586,0.420550847,0.548728814,0.022245763,0.317150063,0.614123581,0.054854981,0.103400784,-0.065394768,-0.032609218,0.548728814,2,0.128177966,0.420550847,1
2302059,773,1013,42,25,1853,643,794,526,119,541,2097,0.41716136,0.546681058,0.022665947,0.306628517,0.629470672,0.056747735,0.110532843,-0.082789615,-0.034081788,0.546681058,2,0.129519698,0.41716136,1
2302060,2012,2056,130,48,4246,1918,1545,1217,356,1252,5071,0.473857748,0.484220443,0.030617051,0.378229146,0.544665746,0.070203116,0.095628602,-0.060445304,-0.039586064,0.484220443,2,0.010362694,0.473857748,1
2302061,1757,1494,105,35,3391,1031,786,645,176,668,2661,0.518136243,0.440578001,0.030964317,0.387448328,0.537767756,0.066140549,0.130687915,-0.097189756,-0.035176231,0.518136243,1,0.077558242,0.440578001,2
2302063,1749,1725,112,46,3632,1654,1225,958,311,976,4166,0.481552863,0.474944934,0.030837004,0.397023524,0.524003841,0.074651944,0.08452934,-0.049058907,-0.04381494,0.481552863,1,0.00660793,0.474944934,2
2302064,757,937,44,32,1770,670,777,471,121,485,2053,0.427683616,0.529378531,0.024858757,0.32635168,0.607890891,0.058938139,0.101331935,-0.07851236,-0.034079382,0.529378531,2,0.101694915,0.427683616,1
2309075,3143,3120,184,117,6564,2257,2116,1453,448,1486,6307,0.478823888,0.475319927,0.028031688,0.35785635,0.565879182,0.071032186,0.120967538,-0.090559255,-0.043000498,0.478823888,1,0.003503961,0.475319927,2
2309052,4264,3996,233,162,8655,2586,2435,1854,565,1884,7470,0.4926632,0.46169844,0.026920855,0.346184739,0.57416332,0.075635877,0.146478462,-0.11246488,-0.048715022,0.4926632,1,0.03096476,0.46169844,2
2309054,4011,4223,229,160,8623,3016,2921,2155,599,2200,8736,0.465151339,0.489736751,0.026556883,0.345238095,0.581043956,0.06856685,0.119913244,-0.091307205,-0.042009967,0.489736751,2,0.024585411,0.465151339,1
2309076,3782,5039,242,123,9186,3157,3296,2343,648,2393,9494,0.411713477,0.548552145,0.026344437,0.332525806,0.593954076,0.068253634,0.079187671,-0.045401932,-0.041909197,0.548552145,2,0.136838668,0.411713477,1
2309056,5099,5087,300,124,10610,2935,2497,1924,616,1952,8000,0.480584354,0.479453346,0.028275212,0.366875,0.552625,0.077,0.113709354,-0.073171654,-0.048724788,0.480584354,1,0.001131008,0.479453346,2
2309057,2017,2550,112,70,4749,1501,1814,1241,316,1275,4906,0.424720994,0.536955148,0.023583912,0.305951896,0.62270689,0.064410925,0.118769098,-0.085751741,-0.040827013,0.536955148,2,0.112234155,0.424720994,1
2309059,12137,12218,716,267,25338,10028,7235,6272,1913,6364,25540,0.479003868,0.482200647,0.028257952,0.392638998,0.528856695,0.074902114,0.08636487,-0.046656048,-0.046644162,0.482200647,2,0.00319678,0.479003868,1
2309060,8652,8935,505,193,18285,7491,5774,4667,1363,4751,19379,0.473174733,0.4886519,0.027618266,0.386552454,0.538779091,0.070333867,0.08662228,-0.05012719,-0.0427156,0.4886519,2,0.015477167,0.473174733,1
2309061,4930,5551,308,123,10912,4513,3869,3032,867,3086,12335,0.451796188,0.508706012,0.028225806,0.365869477,0.559464937,0.070287799,0.085926711,-0.050758925,-0.042061992,0.508706012,2,0.056909824,0.451796188,1
2309062,5417,5464,310,210,11401,4261,3599,2643,830,2697,11387,0.47513376,0.479256206,0.027190597,0.374198648,0.548168965,0.072890138,0.100935113,-0.068912759,-0.045699541,0.479256206,2,0.004122445,0.47513376,1
2309077,9051,8208,554,266,18079,3742,3379,2566,732,2619,10472,0.500636097,0.454007412,0.030643288,0.357333843,0.567704354,0.069900688,0.143302255,-0.113696943,-0.0392574,0.500636097,1,0.046628685,0.454007412,2
2309065,4821,4237,296,197,9551,3895,2275,2170,781,2214,9165,0.504763899,0.443618469,0.030991519,0.424986361,0.484997272,0.085215494,0.079777538,-0.041378803,-0.054223975,0.504763899,1,0.06114543,0.443618469,2
2309066,3850,4465,237,126,8678,4037,4016,2904,688,2972,11713,0.443650611,0.514519475,0.02731044,0.34465978,0.590796551,0.058738154,0.098990831,-0.076277076,-0.031427714,0.514519475,2,0.070868864,0.443650611,1
2309067,2238,2240,134,76,4688,2056,2026,1528,391,1566,6039,0.477389078,0.4778157,0.028583618,0.340453718,0.588508031,0.064745819,0.136935361,-0.110692331,-0.036162201,0.4778157,2,0.000426621,0.477389078,1
2309068,2848,3960,153,100,7061,3624,3853,2685,661,2753,10891,0.403342303,0.560827078,0.021668319,0.332751813,0.600312184,0.060692315,0.070590489,-0.039485106,-0.039023996,0.560827078,2,0.157484776,0.403342303,1
2309069,5917,5594,311,169,11991,4788,3483,3040,817,3109,12197,0.493453423,0.466516554,0.025936119,0.392555546,0.53480364,0.066983685,0.100897877,-0.068287086,-0.041047566,0.493453423,1,0.026936869,0.466516554,2
2309070,5587,5731,302,141,11761,5169,3618,2998,807,3039,12633,0.475044639,0.487288496,0.025678089,0.409166469,0.52370775,0.063880313,0.06587817,-0.036419254,-0.038202225,0.487288496,2,0.012243857,0.475044639,1
2309071,4142,4491,243,135,9011,3260,2885,2318,662,2371,9178,0.459660415,0.498390856,0.02696704,0.355197211,0.566899107,0.072129004,0.104463204,-0.068508251,-0.045161964,0.498390856,2,0.038730441,0.459660415,1
2309072,5544,5541,313,153,11551,4866,3683,3016,900,3087,12536,0.479958445,0.479698727,0.027097221,0.388162093,0.534380983,0.071793235,0.091796352,-0.054682255,-0.044696014,0.479958445,1,0.000259718,0.479698727,2
2309073,4024,4841,270,82,9217,3771,3277,2340,713,2386,10147,0.436584572,0.525225127,0.029293696,0.371636937,0.553562629,0.070267074,0.064947635,-0.028337502,-0.040973378,0.525225127,2,0.088640555,0.436584572,1
2309074,3712,3174,177,140,7203,2808,1993,1817,515,1853,7169,0.51534083,0.440649729,0.024573095,0.391686428,0.531454875,0.071837076,0.123654403,-0.090805146,-0.047263982,0.51534083,1,0.074691101,0.440649729,2
2304051,4656,5299,288,117,10360,4124,3540,2732,840,2790,11294,0.449420849,0.511486486,0.027799228,0.365149637,0.555339118,0.074375775,0.084271212,-0.043852632,-0.046576547,0.511486486,2,0.062065637,0.449420849,1
2304060,6034,6377,373,130,12914,5555,4016,3240,1055,3292,13918,0.467244851,0.493805173,0.028883382,0.399123437,0.521339273,0.075801121,0.068121413,-0.0275341,-0.046917738,0.493805173,2,0.026560322,0.467244851,1
