code,p22lee,p22yoon,p22sim,p22etc,p22valid,p17moon,p17HY,p17Ahn,p17sim,p17etc,p17valid,r22lee,r22yoon,r22sim,r17moon,r17HYA,r17sim,d_the,d_kuk,d_sim,win22r,winner,wingap22,sec22r,sec22
3404035,5443,5373,246,174,11236,2940,2446,1950,487,1987,7860,0.484425062,0.478195087,0.021893912,0.374045802,0.559287532,0.061959288,0.110379261,-0.081092445,-0.040065375,0.484425062,1,0.006229975,0.478195087,2
3404036,1519,2075,70,57,3721,1133,1408,939,224,975,3740,0.408223596,0.557645794,0.018812147,0.302941176,0.627540107,0.059893048,0.105282419,-0.069894313,-0.041080901,0.557645794,2,0.149422198,0.408223596,1
3404037,1705,1872,83,60,3720,1453,1195,911,332,943,3923,0.458333333,0.503225806,0.022311828,0.370379811,0.536834056,0.08462911,0.087953522,-0.033608249,-0.062317282,0.503225806,2,0.044892473,0.458333333,1
3404038,676,1297,34,25,2032,514,914,522,79,535,2042,0.332677165,0.638287402,0.016732283,0.251714006,0.703232125,0.038687561,0.080963159,-0.064944724,-0.021955278,0.638287402,2,0.305610236,0.332677165,1
3404039,1091,1891,54,36,3072,735,1246,687,120,713,2814,0.355143229,0.615559896,0.017578125,0.26119403,0.68692253,0.042643923,0.093949199,-0.071362634,-0.025065798,0.615559896,2,0.260416667,0.355143229,1
3404040,4396,4860,232,184,9672,3833,2993,2446,804,2493,10123,0.454507858,0.50248139,0.023986766,0.378642695,0.537291317,0.079423096,0.075865163,-0.034809927,-0.05543633,0.50248139,2,0.047973532,0.454507858,1
3404051,2696,2939,137,85,5857,1936,1804,1147,391,1165,5296,0.46030391,0.501792727,0.023390814,0.365558912,0.557212991,0.073829305,0.094744997,-0.055420264,-0.050438491,0.501792727,2,0.041488817,0.46030391,1
3404052,3084,4025,166,103,7378,1947,1929,1235,415,1265,5556,0.417999458,0.545540797,0.022499322,0.350431965,0.569474442,0.074694024,0.067567492,-0.023933645,-0.052194702,0.545540797,2,0.127541339,0.417999458,1
3404053,9105,9071,530,254,18960,7443,5123,3774,1564,3842,17972,0.480221519,0.47842827,0.027953586,0.414144224,0.495047852,0.08702426,0.066077295,-0.016619582,-0.059070673,0.480221519,1,0.001793249,0.47842827,2
3404054,4630,4765,257,157,9809,3779,2739,2145,799,2199,9516,0.472015496,0.485778367,0.026200428,0.397120639,0.513240858,0.08396385,0.074894857,-0.027462491,-0.057763422,0.485778367,2,0.013762871,0.472015496,1
3404055,5376,5111,315,157,10959,5276,3445,2797,1167,2865,12753,0.490555708,0.466374669,0.028743498,0.413706579,0.489453462,0.09150788,0.076849129,-0.023078793,-0.062764382,0.490555708,1,0.024181038,0.466374669,2
3404056,7385,6648,403,222,14658,5396,3444,2870,1013,2944,12797,0.503820439,0.453540729,0.027493519,0.421661327,0.49339689,0.079159178,0.082159112,-0.039856161,-0.051665659,0.503820439,1,0.050279711,0.453540729,2
3405011,3698,3841,182,133,7854,2950,2135,1894,650,1955,7690,0.470842883,0.489050166,0.023172906,0.383615085,0.523927178,0.084525358,0.087227798,-0.034877013,-0.061352452,0.489050166,2,0.018207283,0.470842883,1
3405031,2008,2458,95,72,4633,1382,1424,1092,273,1122,4201,0.433412476,0.530541766,0.020505072,0.328969293,0.598905023,0.064984527,0.104443183,-0.068363257,-0.044479455,0.530541766,2,0.09712929,0.433412476,1
3405032,1226,1940,68,43,3277,931,1242,810,139,850,3162,0.374122673,0.592004883,0.020750687,0.294433903,0.648956357,0.043959519,0.079688771,-0.056951474,-0.023208833,0.592004883,2,0.217882209,0.374122673,1
3405033,812,1327,38,30,2207,519,823,595,80,614,2036,0.367920254,0.601268691,0.017217943,0.254911591,0.696463654,0.039292731,0.113008662,-0.095194964,-0.022074788,0.601268691,2,0.233348437,0.367920254,1
3405034,1982,2321,90,90,4483,1706,1343,1120,307,1155,4511,0.442114655,0.51773366,0.020075842,0.378186655,0.54599867,0.068055863,0.063928001,-0.028265009,-0.047980021,0.51773366,2,0.075619005,0.442114655,1
3405035,4275,3036,206,136,7653,1191,773,699,204,720,2888,0.558604469,0.396707174,0.026917549,0.412396122,0.509695291,0.070637119,0.146208347,-0.112988117,-0.04371957,0.558604469,1,0.161897295,0.396707174,2
3405036,2165,2726,113,118,5122,1827,1643,1477,345,1529,5344,0.422686451,0.532213979,0.022061695,0.341878743,0.583832335,0.064558383,0.080807708,-0.051618356,-0.042496689,0.532213979,2,0.109527528,0.422686451,1
3405037,1149,1938,60,51,3198,819,1455,767,135,792,3201,0.359287054,0.606003752,0.018761726,0.255857545,0.694158076,0.042174321,0.10342951,-0.088154323,-0.023412594,0.606003752,2,0.246716698,0.359287054,1
3405038,1865,2828,98,90,4881,1415,1903,1265,236,1301,4855,0.382093833,0.579389469,0.020077853,0.291452111,0.652523172,0.048609681,0.090641722,-0.073133703,-0.028531828,0.579389469,2,0.197295636,0.382093833,1
3405039,1242,1793,72,42,3149,1104,1237,1015,158,1048,3547,0.394410924,0.569387107,0.022864401,0.311248943,0.634902735,0.044544686,0.083161981,-0.065515628,-0.021680284,0.569387107,2,0.174976183,0.394410924,1
3405051,5065,5876,294,176,11411,3993,2940,2093,749,2145,9827,0.44386995,0.514941723,0.025764613,0.4063295,0.512160374,0.076218581,0.03754045,0.002781348,-0.050453968,0.514941723,2,0.071071773,0.44386995,1
3405052,4126,4954,249,104,9433,3364,2599,1760,643,1797,8403,0.437400615,0.525177568,0.026396692,0.400333214,0.518743306,0.07652029,0.037067401,0.006434262,-0.050123598,0.525177568,2,0.087776953,0.437400615,1
3405053,2170,2890,127,81,5268,1858,1957,1130,365,1148,5328,0.411921033,0.548595292,0.024107821,0.348723724,0.579391892,0.068506006,0.063197309,-0.0307966,-0.044398185,0.548595292,2,0.13667426,0.411921033,1
3405054,3902,4401,241,133,8677,3017,2520,1868,545,1905,7987,0.449694595,0.50720295,0.027774576,0.377738826,0.549392763,0.068235883,0.071955769,-0.042189813,-0.040461307,0.50720295,2,0.057508355,0.449694595,1
3405055,8297,7736,440,250,16723,6349,3661,3372,1195,3443,14648,0.496143037,0.462596424,0.026311069,0.433438012,0.480133807,0.081581103,0.062705025,-0.017537383,-0.055270035,0.496143037,1,0.033546612,0.462596424,2
3438011,6913,9082,377,231,16603,5432,5323,3138,908,3216,14879,0.416370535,0.547009577,0.02270674,0.365078298,0.568653807,0.061025607,0.051292237,-0.021644231,-0.038318867,0.547009577,2,0.130639041,0.416370535,1
3438012,2059,2926,73,80,5138,1319,1858,1212,205,1238,4620,0.400739587,0.569482289,0.014207863,0.285497835,0.664502165,0.044372294,0.115241752,-0.095019876,-0.030164431,0.569482289,2,0.168742701,0.400739587,1
3438031,588,794,25,16,1423,379,538,342,58,344,1319,0.413211525,0.557976107,0.017568517,0.287338893,0.6671721,0.043972707,0.125872632,-0.109195993,-0.026404189,0.557976107,2,0.144764582,0.413211525,1
3438032,1068,1549,57,36,2710,816,903,586,87,604,2410,0.394095941,0.571586716,0.02103321,0.338589212,0.617842324,0.036099585,0.055506729,-0.046255608,-0.015066375,0.571586716,2,0.177490775,0.394095941,1
3438033,1201,2096,50,36,3383,805,1426,748,103,771,3105,0.355010346,0.61956843,0.014779781,0.259259259,0.700161031,0.033172303,0.095751087,-0.0805926,-0.018392521,0.61956843,2,0.264558085,0.355010346,1
3438034,1259,2078,71,38,3446,865,1309,857,112,887,3173,0.365351132,0.603017992,0.020603598,0.272612669,0.682634731,0.035297825,0.092738462,-0.079616739,-0.014694227,0.603017992,2,0.23766686,0.365351132,1
3438035,981,1705,50,27,2763,726,1140,597,126,628,2620,0.35504886,0.617082881,0.018096272,0.277099237,0.662977099,0.048091603,0.077949623,-0.045894218,-0.029995331,0.617082881,2,0.262034021,0.35504886,1
3438036,492,831,39,13,1375,357,529,413,44,430,1360,0.357818182,0.604363636,0.028363636,0.2625,0.692647059,0.032352941,0.095318182,-0.088283422,-0.003989305,0.604363636,2,0.246545455,0.357818182,1
3431011,5825,6619,274,188,12906,4574,3935,3288,716,3371,12596,0.451340462,0.512862235,0.021230435,0.363131153,0.573436011,0.056843442,0.088209309,-0.060573777,-0.035613007,0.512862235,2,0.061521773,0.451340462,1
3431031,782,1082,32,33,1929,542,640,541,78,568,1828,0.405391395,0.56091239,0.016588906,0.296498906,0.646061269,0.042669584,0.108892489,-0.085148879,-0.026080678,0.56091239,2,0.155520995,0.405391395,1
3431032,617,1052,23,28,1720,469,652,451,52,480,1653,0.35872093,0.611627907,0.013372093,0.283726558,0.667271627,0.031457955,0.074994372,-0.05564372,-0.018085862,0.611627907,2,0.252906977,0.35872093,1
3431033,533,872,22,29,1456,414,535,418,69,443,1461,0.366071429,0.598901099,0.01510989,0.283367556,0.65229295,0.047227926,0.082703872,-0.053391851,-0.032118036,0.598901099,2,0.23282967,0.366071429,1
3431034,522,814,24,37,1397,418,510,397,46,416,1390,0.373657838,0.582677165,0.017179671,0.300719424,0.652517986,0.033093525,0.072938414,-0.06984082,-0.015913854,0.582677165,2,0.209019327,0.373657838,1
3431035,626,955,25,25,1631,395,510,490,60,509,1474,0.383813611,0.585530349,0.01532802,0.26797829,0.678426052,0.040705563,0.115835321,-0.092895702,-0.025377543,0.585530349,2,0.201716738,0.383813611,1
3431036,467,595,22,18,1102,318,386,335,48,351,1103,0.423774955,0.539927405,0.019963702,0.288304624,0.653671804,0.043517679,0.135470331,-0.113744399,-0.023553977,0.539927405,2,0.11615245,0.423774955,1
3431037,693,1114,31,27,1865,558,653,517,47,547,1805,0.371581769,0.597319035,0.016621984,0.309141274,0.648199446,0.026038781,0.062440495,-0.050880411,-0.009416797,0.597319035,2,0.225737265,0.371581769,1
3431038,640,1154,29,33,1856,536,713,520,65,540,1854,0.344827586,0.621767241,0.015625,0.289104639,0.665048544,0.035059331,0.055722948,-0.043281302,-0.019434331,0.621767241,2,0.276939655,0.344827586,1
3431039,1504,1954,71,50,3579,1073,1182,977,134,1012,3401,0.420229114,0.545962559,0.019837944,0.315495443,0.63481329,0.039400176,0.104733672,-0.088850731,-0.019562233,0.545962559,2,0.125733445,0.420229114,1
3406011,2632,2094,86,63,4875,2168,1171,1428,200,1465,5004,0.539897436,0.429538462,0.017641026,0.433253397,0.519384492,0.039968026,0.106644039,-0.089846031,-0.022327,0.539897436,1,0.110358974,0.429538462,2
3406012,3652,3507,165,128,7452,2890,2095,2102,310,2187,7482,0.49006978,0.470611916,0.022141707,0.386260358,0.560946271,0.041432772,0.103809422,-0.090334355,-0.019291065,0.49006978,1,0.019457864,0.470611916,2
3406031,1026,1427,36,28,2517,834,812,803,108,824,2578,0.407628129,0.566944776,0.014302741,0.323506594,0.626454616,0.04189294,0.084121534,-0.05950984,-0.027590199,0.566944776,2,0.159316647,0.407628129,1
3406032,1052,1568,49,36,2705,841,898,747,120,765,2624,0.388909427,0.579667283,0.018114603,0.320503049,0.626905488,0.045731707,0.068406378,-0.047238205,-0.027617105,0.579667283,2,0.190757856,0.388909427,1
3406033,612,1112,31,23,1778,600,672,504,96,528,1896,0.344206974,0.625421822,0.017435321,0.316455696,0.620253165,0.050632911,0.027751278,0.005168658,-0.033197591,0.625421822,2,0.281214848,0.344206974,1
3406034,978,1100,47,47,2172,781,654,521,98,550,2083,0.450276243,0.506445672,0.021639042,0.37493999,0.564090254,0.047047528,0.075336253,-0.057644582,-0.025408485,0.506445672,2,0.056169429,0.450276243,1
3406035,1114,1301,53,40,2508,772,727,696,107,723,2329,0.444178628,0.518740032,0.021132376,0.331472735,0.610991842,0.045942465,0.112705893,-0.09225181,-0.024810088,0.518740032,2,0.074561404,0.444178628,1
3406036,1440,2251,65,52,3808,1117,1325,973,171,1014,3627,0.378151261,0.59112395,0.017069328,0.307968018,0.633581472,0.047146402,0.070183243,-0.042457523,-0.030077074,0.59112395,2,0.212972689,0.378151261,1
3406037,571,902,20,28,1521,422,597,433,43,440,1502,0.375410914,0.593030901,0.013149244,0.280958722,0.68575233,0.028628495,0.094452192,-0.09272143,-0.015479251,0.593030901,2,0.217619987,0.375410914,1
3406038,1322,1848,65,67,3302,943,906,914,96,944,2889,0.400363416,0.559660812,0.019685039,0.326410523,0.62997577,0.033229491,0.073952893,-0.070314959,-0.013544452,0.559660812,2,0.159297396,0.400363416,1
3406039,884,1219,34,42,2179,685,741,605,77,630,2133,0.405690684,0.559430932,0.015603488,0.321143929,0.631036099,0.036099391,0.084546755,-0.071605168,-0.020495903,0.559430932,2,0.153740248,0.405690684,1
3406040,1198,1321,69,59,2647,749,774,677,107,697,2327,0.452587835,0.499055535,0.026067246,0.321873657,0.623549635,0.045981951,0.130714178,-0.1244941,-0.019914705,0.499055535,2,0.046467699,0.452587835,1
3406041,726,772,28,26,1552,611,426,406,55,423,1515,0.467783505,0.49742268,0.018041237,0.40330033,0.549174917,0.03630363,0.064483175,-0.051752237,-0.018262393,0.49742268,2,0.029639175,0.467783505,1
3406051,9071,8419,434,282,18206,7152,4323,4014,1071,4078,16624,0.498242338,0.462429968,0.023838295,0.430221367,0.50150385,0.064424928,0.068020971,-0.039073882,-0.040586633,0.498242338,1,0.03581237,0.462429968,2
3406052,3933,3893,195,119,8140,3626,2396,2195,475,2248,8745,0.483169533,0.478255528,0.023955774,0.414636935,0.524985706,0.054316752,0.068532598,-0.046730178,-0.030360978,0.483169533,1,0.004914005,0.478255528,2
3407031,1993,2379,102,57,4531,1421,1191,903,181,921,3714,0.439858751,0.525049658,0.022511587,0.382606354,0.563812601,0.048734518,0.057252396,-0.038762943,-0.026222931,0.525049658,2,0.085190907,0.439858751,1
3407033,4410,5093,290,148,9941,3466,2973,2427,540,2491,9470,0.443617342,0.512322704,0.029172115,0.365997888,0.570221753,0.057022175,0.077619454,-0.057899049,-0.02785006,0.512322704,2,0.068705362,0.443617342,1
3407034,1505,2441,148,43,4137,1186,1581,1210,212,1227,4206,0.363790186,0.590041093,0.035774716,0.281978126,0.663575844,0.050404184,0.08181206,-0.073534751,-0.014629469,0.590041093,2,0.226250906,0.363790186,1
3407051,2230,2670,137,47,5084,1788,1550,1106,255,1132,4725,0.438630999,0.525177026,0.026947286,0.378412698,0.562116402,0.053968254,0.060218301,-0.036939376,-0.027020968,0.525177026,2,0.086546027,0.438630999,1
3433011,4489,6997,238,155,11879,4076,4634,2882,734,2978,12422,0.377893762,0.589022645,0.020035357,0.328127516,0.605055547,0.059088714,0.049766246,-0.016032902,-0.039053357,0.589022645,2,0.211128883,0.377893762,1
3433031,2550,3355,146,123,6174,1480,1895,1274,291,1319,4985,0.413022352,0.543407839,0.023647554,0.296890672,0.635707121,0.058375125,0.11613168,-0.092299282,-0.034727571,0.543407839,2,0.130385488,0.413022352,1
3433032,830,1506,40,44,2420,528,1007,610,99,642,2276,0.342975207,0.62231405,0.016528926,0.23198594,0.710456942,0.043497364,0.110989266,-0.088142892,-0.026968438,0.62231405,2,0.279338843,0.342975207,1
3433033,553,959,29,23,1564,456,599,469,49,498,1602,0.353580563,0.613171355,0.018542199,0.284644195,0.666666667,0.030586767,0.068936368,-0.053495311,-0.012044567,0.613171355,2,0.259590793,0.353580563,1
3433034,362,610,17,5,994,248,454,310,44,323,1069,0.364185111,0.613682093,0.017102616,0.231992516,0.714686623,0.041159963,0.132192594,-0.10100453,-0.024057347,0.613682093,2,0.249496982,0.364185111,1
3433035,601,854,38,20,1513,427,491,417,57,441,1416,0.397224058,0.564441507,0.025115664,0.301553672,0.641242938,0.040254237,0.095670386,-0.076801431,-0.015138573,0.564441507,2,0.167217449,0.397224058,1
3433036,748,1159,40,45,1992,492,723,506,85,526,1826,0.375502008,0.581827309,0.020080321,0.269441402,0.67305586,0.046549836,0.106060606,-0.091228551,-0.026469514,0.581827309,2,0.206325301,0.375502008,1
3433037,344,586,8,28,966,220,354,265,40,287,901,0.35610766,0.606625259,0.008281573,0.244173141,0.687014428,0.044395117,0.11193452,-0.08038917,-0.036113543,0.606625259,2,0.250517598,0.35610766,1
3433038,419,739,15,13,1186,338,421,354,39,366,1164,0.353288364,0.623102867,0.012647555,0.290378007,0.66580756,0.033505155,0.062910357,-0.042704693,-0.0208576,0.623102867,2,0.269814503,0.353288364,1
3433039,266,432,12,14,724,189,316,190,28,193,726,0.367403315,0.596685083,0.016574586,0.260330579,0.696969697,0.038567493,0.107072736,-0.100284614,-0.021992907,0.596685083,2,0.229281768,0.367403315,1
3433040,381,678,14,20,1093,289,452,307,43,325,1109,0.348581885,0.62031107,0.012808783,0.260595131,0.684400361,0.03877367,0.087986754,-0.06408929,-0.025964887,0.62031107,2,0.271729186,0.348581885,1
3433041,628,1050,26,32,1736,441,709,510,74,528,1752,0.361751152,0.60483871,0.014976959,0.251712329,0.695776256,0.042237443,0.110038823,-0.090937546,-0.027260484,0.60483871,2,0.243087558,0.361751152,1
3433042,567,1054,26,26,1673,443,629,491,74,509,1655,0.338912134,0.630005977,0.015540944,0.267673716,0.67673716,0.044712991,0.071238418,-0.046731183,-0.029172047,0.630005977,2,0.291093843,0.338912134,1
3433043,818,1129,35,41,2023,602,639,574,83,591,1915,0.404349975,0.558082056,0.017301038,0.314360313,0.633420366,0.043342037,0.089989662,-0.075338309,-0.026040998,0.558082056,2,0.153732081,0.404349975,1
3433044,687,1029,30,32,1778,541,669,453,78,475,1763,0.386389201,0.578740157,0.016872891,0.306863301,0.636415201,0.044242768,0.0795259,-0.057675044,-0.027369877,0.578740157,2,0.192350956,0.386389201,1
3433045,450,767,35,27,1279,387,497,340,66,368,1318,0.351837373,0.599687256,0.027365129,0.293626707,0.635053111,0.050075873,0.058210666,-0.035365855,-0.022710744,0.599687256,2,0.247849883,0.351837373,1
3434011,3147,3197,122,79,6545,2270,2058,1703,306,1738,6372,0.480825057,0.488464477,0.018640183,0.356246077,0.590238544,0.048022599,0.124578981,-0.101774067,-0.029382416,0.488464477,2,0.007639419,0.480825057,1
3434012,3610,4215,185,107,8117,3016,2562,1770,364,1812,7754,0.444745596,0.519280522,0.022791672,0.388960536,0.558679391,0.046943513,0.055785059,-0.039398869,-0.024151841,0.519280522,2,0.074534927,0.444745596,1
3434031,1199,1483,45,36,2763,1025,909,800,127,823,2884,0.433948607,0.536735433,0.016286645,0.355409154,0.59257975,0.044036061,0.078539453,-0.055844318,-0.027749416,0.536735433,2,0.102786826,0.433948607,1
3434032,589,782,24,34,1429,486,522,387,46,406,1460,0.412176347,0.547235829,0.016794962,0.332876712,0.62260274,0.031506849,0.079299635,-0.07536691,-0.014711888,0.547235829,2,0.135059482,0.412176347,1
3434033,415,558,18,17,1008,352,443,246,47,254,1096,0.411706349,0.553571429,0.017857143,0.321167883,0.628649635,0.042883212,0.090538466,-0.075078206,-0.025026069,0.553571429,2,0.141865079,0.411706349,1
3434034,742,892,29,27,1690,568,562,447,64,469,1663,0.439053254,0.527810651,0.017159763,0.341551413,0.606734817,0.038484666,0.097501841,-0.078924166,-0.021324903,0.527810651,2,0.088757396,0.439053254,1
3434035,378,493,16,22,909,336,312,234,29,254,931,0.415841584,0.542354235,0.01760176,0.360902256,0.586466165,0.031149302,0.054939329,-0.04411193,-0.013547542,0.542354235,2,0.126512651,0.415841584,1
3434036,284,468,17,12,781,220,291,236,32,252,795,0.363636364,0.599231754,0.021766965,0.27672956,0.662893082,0.040251572,0.086906804,-0.063661328,-0.018484607,0.599231754,2,0.235595391,0.363636364,1
3434037,317,513,13,15,858,229,312,252,19,259,819,0.369463869,0.597902098,0.015151515,0.27960928,0.688644689,0.023199023,0.08985459,-0.090742591,-0.008047508,0.597902098,2,0.228438228,0.369463869,1
3434038,476,908,20,23,1427,375,651,400,53,412,1491,0.333566924,0.63629993,0.014015417,0.251509054,0.704896043,0.035546613,0.082057869,-0.068596113,-0.021531196,0.63629993,2,0.302733006,0.333566924,1
3434039,537,719,23,22,1301,414,487,312,41,328,1270,0.412759416,0.552651806,0.017678709,0.325984252,0.629133858,0.032283465,0.086775164,-0.076482052,-0.014604756,0.552651806,2,0.13989239,0.412759416,1
3434040,818,994,47,30,1889,582,656,534,88,556,1882,0.433033351,0.526204341,0.024880889,0.309245484,0.632306057,0.046758767,0.123787867,-0.106101716,-0.021877878,0.526204341,2,0.09317099,0.433033351,1
3434041,1147,1321,48,36,2552,803,842,670,91,695,2431,0.449451411,0.517633229,0.018808777,0.330316742,0.621966269,0.037433155,0.119134669,-0.10433304,-0.018624378,0.517633229,2,0.068181818,0.449451411,1
3436011,8160,10791,470,251,19672,7083,6603,4590,1299,4687,19672,0.414802765,0.548546157,0.023891826,0.3600549,0.568981293,0.06603294,0.054747865,-0.020435136,-0.042141114,0.548546157,2,0.133743392,0.414802765,1
3436012,1738,3409,64,91,5302,1301,2442,1393,240,1430,5413,0.32780083,0.642964919,0.012070917,0.240347312,0.708479586,0.044337706,0.087453518,-0.065514667,-0.032266789,0.642964919,2,0.315164089,0.32780083,1
3436032,927,1396,47,35,2405,557,806,627,107,652,2122,0.385446985,0.58045738,0.01954262,0.262488219,0.675306315,0.050424128,0.122958767,-0.094848934,-0.030881509,0.58045738,2,0.195010395,0.385446985,1
3436033,1050,1184,72,37,2343,717,665,530,163,541,2086,0.448143406,0.505335041,0.030729834,0.343720038,0.572866731,0.078139981,0.104423368,-0.06753169,-0.047410147,0.505335041,2,0.057191635,0.448143406,1
3436034,589,1154,37,33,1813,423,765,471,83,492,1763,0.324875896,0.636514065,0.020408163,0.239931934,0.701077708,0.047078843,0.084943962,-0.064563643,-0.02667068,0.636514065,2,0.311638169,0.324875896,1
3436035,451,962,28,17,1458,307,674,368,51,383,1415,0.309327846,0.659807956,0.01920439,0.216961131,0.73639576,0.036042403,0.092366716,-0.076587804,-0.016838013,0.659807956,2,0.35048011,0.309327846,1
3436036,381,970,29,25,1405,335,659,380,53,406,1453,0.271174377,0.690391459,0.020640569,0.230557467,0.715072264,0.036476256,0.04061691,-0.024680805,-0.015835687,0.690391459,2,0.419217082,0.271174377,1
3436037,672,1340,36,39,2087,448,944,501,70,520,1982,0.321993292,0.642069957,0.017249641,0.226034309,0.729061554,0.035317861,0.095958983,-0.086991597,-0.01806822,0.642069957,2,0.320076665,0.321993292,1
3436038,775,1610,33,31,2449,538,1025,609,79,632,2274,0.316455696,0.657411188,0.013474888,0.236587511,0.718557608,0.034740545,0.079868185,-0.061146419,-0.021265658,0.657411188,2,0.340955492,0.316455696,1
3436039,1144,1446,51,40,2681,656,784,623,95,642,2177,0.426706453,0.539350988,0.019022753,0.301332108,0.646302251,0.043638034,0.125374344,-0.106951262,-0.024615281,0.539350988,2,0.112644536,0.426706453,1
3436013,6862,5983,434,152,13431,5419,2847,2740,912,2786,11964,0.510907602,0.445461991,0.032313305,0.45294216,0.466984286,0.076228686,0.057965442,-0.021522295,-0.043915381,0.510907602,1,0.065445611,0.445461991,2
3435011,2147,3611,114,96,5968,1681,2213,1234,303,1271,5468,0.359752011,0.605060322,0.019101877,0.307425018,0.630395026,0.055413314,0.052326992,-0.025334704,-0.036311437,0.605060322,2,0.245308311,0.359752011,1
3435031,364,936,25,22,1347,284,628,299,53,322,1287,0.270230141,0.694877506,0.018559762,0.220668221,0.72027972,0.041181041,0.04956192,-0.025402215,-0.022621279,0.694877506,2,0.424647365,0.270230141,1
3435032,457,906,34,19,1416,329,553,380,48,392,1322,0.322740113,0.639830508,0.024011299,0.248865356,0.705748865,0.036308623,0.073874757,-0.065918357,-0.012297324,0.639830508,2,0.317090395,0.322740113,1
3435033,812,1302,43,39,2196,590,800,495,141,510,2041,0.369763206,0.592896175,0.019581056,0.289073983,0.634492896,0.069083782,0.080689222,-0.041596721,-0.049502726,0.592896175,2,0.223132969,0.369763206,1
3435034,320,515,11,20,866,257,308,271,45,286,896,0.369515012,0.594688222,0.012702079,0.286830357,0.646205357,0.050223214,0.082684654,-0.051517135,-0.037521136,0.594688222,2,0.22517321,0.369515012,1
3435035,354,767,13,16,1150,305,476,275,47,285,1113,0.307826087,0.666956522,0.011304348,0.274034142,0.67475292,0.042228212,0.033791945,-0.007796398,-0.030923864,0.666956522,2,0.359130435,0.307826087,1
3435036,509,869,25,21,1424,410,510,447,59,463,1442,0.35744382,0.610252809,0.01755618,0.284327323,0.663661581,0.040915395,0.073116497,-0.053408772,-0.023359216,0.610252809,2,0.252808989,0.35744382,1
3435037,582,966,29,36,1613,436,677,417,68,440,1621,0.360818351,0.598884067,0.017978921,0.268969772,0.674892042,0.041949414,0.091848579,-0.076007975,-0.023970493,0.598884067,2,0.238065716,0.360818351,1
3435038,475,852,31,25,1383,346,579,343,39,356,1320,0.343456255,0.616052061,0.02241504,0.262121212,0.698484848,0.029545455,0.081335042,-0.082432788,-0.007130415,0.616052061,2,0.272595806,0.343456255,1
3435039,491,774,14,20,1299,360,523,422,46,439,1368,0.377983064,0.595842956,0.010777521,0.263157895,0.690789474,0.033625731,0.114825169,-0.094946518,-0.02284821,0.595842956,2,0.217859892,0.377983064,1
3437011,5995,11098,364,247,17704,5173,7697,3829,1048,3915,17833,0.33862404,0.626863986,0.020560325,0.290080188,0.646329838,0.058767454,0.048543851,-0.019465852,-0.038207128,0.626863986,2,0.288239946,0.33862404,1
3437012,1647,3242,103,90,5082,988,1883,949,173,986,4030,0.324085006,0.63793782,0.020267611,0.24516129,0.702729529,0.04292804,0.078923716,-0.064791709,-0.022660429,0.63793782,2,0.313852814,0.324085006,1
3437031,521,1065,34,27,1647,349,747,387,74,400,1570,0.316332726,0.646630237,0.020643594,0.222292994,0.722292994,0.047133758,0.094039733,-0.075662757,-0.026490164,0.646630237,2,0.330297511,0.316332726,1
3437032,532,1414,27,29,2002,450,902,557,85,583,2020,0.265734266,0.706293706,0.013486513,0.222772277,0.722277228,0.042079208,0.042961989,-0.015983521,-0.028592694,0.706293706,2,0.440559441,0.265734266,1
3437033,490,1347,35,30,1902,432,991,485,79,496,1998,0.257623554,0.708201893,0.018401682,0.216216216,0.738738739,0.03953954,0.041407338,-0.030536846,-0.021137857,0.708201893,2,0.450578339,0.257623554,1
3437034,269,764,23,15,1071,195,584,226,35,238,1052,0.251167134,0.713352007,0.021475257,0.185361217,0.769961977,0.033269962,0.065805917,-0.05660997,-0.011794705,0.713352007,2,0.462184874,0.251167134,1
3437035,505,1090,33,38,1666,372,694,362,55,375,1496,0.303121248,0.654261705,0.019807923,0.248663102,0.705882353,0.036764706,0.054458147,-0.051620648,-0.016956783,0.654261705,2,0.351140456,0.303121248,1
3437036,1375,2649,77,62,4163,1014,1788,953,171,985,3958,0.330290656,0.636319962,0.018496277,0.256189995,0.692521475,0.043203638,0.074100661,-0.056201514,-0.024707361,0.636319962,2,0.306029306,0.330290656,1
3437037,382,953,26,30,1391,320,712,368,59,387,1478,0.274622574,0.68511862,0.018691589,0.216508796,0.730717185,0.039918809,0.058113778,-0.045598566,-0.02122722,0.68511862,2,0.410496046,0.274622574,1
3437038,915,1819,47,38,2819,717,1281,671,123,696,2817,0.324583186,0.645264278,0.016672579,0.254526092,0.692935747,0.043663472,0.070057094,-0.047671469,-0.026990893,0.645264278,2,0.320681093,0.324583186,1
3437039,876,1689,57,46,2668,666,1039,623,118,641,2464,0.328335832,0.633058471,0.021364318,0.270292208,0.674512987,0.04788961,0.058043624,-0.041454516,-0.026525293,0.633058471,2,0.304722639,0.328335832,1
3437040,847,1893,57,48,2845,649,1276,670,127,685,2737,0.29771529,0.665377856,0.020035149,0.237120935,0.710997442,0.046401169,0.060594355,-0.045619587,-0.02636602,0.665377856,2,0.367662566,0.29771529,1
3408051,5740,5915,312,188,12155,5200,3450,2489,1095,2568,12313,0.472233649,0.486631016,0.025668449,0.422317875,0.482335743,0.088930399,0.049915773,0.004295273,-0.06326195,0.486631016,2,0.014397367,0.472233649,1
