dong_cd,dong_nm
3116056,금정동
3116057,재궁동
3116058,오금동
3116059,수리동
3116060,궁내동
3116061,광정동
3116063,대야동
3116064,송부동
3118051,천현동
3118052,신장1동
3118053,신장2동
3118054,덕풍1동
3118055,덕풍2동
3118056,덕풍3동
3118061,풍산동
3118066,감북동
3118059,춘궁동
3118060,초이동
3118062,미사1동
3118063,미사2동
3118065,위례동
3118067,감일동
3120011,문산읍
3120015,조리읍
3120013,법원읍
3120012,파주읍
3120035,광탄면
3120032,탄현면
3120031,월롱면
3120037,적성면
3120036,파평면
3120055,교하동
3120056,운정1동
3120057,운정2동
3120058,운정3동
3120053,금촌1동
3120052,금촌2동
3120054,금촌3동
3120039,장단면
3128031,점동면
3128011,가남읍
3128033,흥천면
3128034,금사면
3128035,산북면
3128036,대신면
3128037,북내면
3128038,강천면
3128051,여흥동
3128052,중앙동
3128053,오학동
3128039,세종대왕면
3121011,장호원읍
3121012,부발읍
3121031,신둔면
3121032,백사면
3121033,호법면
3121034,마장면
3121035,대월면
3121036,모가면
3121037,설성면
3121038,율면
3121051,창전동
3121054,증포동
3121052,중리동
3121053,관고동
3119111,포곡읍
3119134,원삼면
3119135,백암면
3119136,양지면
3119151,중앙동
3119153,유림동
3119154,동부동
3119112,모현읍
3119113,이동읍
3119114,남사읍
3119155,역북동
3119156,삼가동
3119351,풍덕천1동
3119352,풍덕천2동
3119353,신봉동
3119360,죽전1동
3119355,죽전2동
3119356,동천동
3119362,상현1동
3119358,상현2동
3119359,성복동
3119361,죽전3동
3119363,상현3동
3119261,신갈동
3119252,구갈동
3119265,상갈동
3119254,기흥동
3119255,서농동
3119256,구성동
3119257,마북동
3119260,상하동
3119259,보정동
3119263,영덕1동
3119264,영덕2동
3119266,보라동
3119267,동백1동
3119268,동백2동
3119269,동백3동
3122011,공도읍
3122031,보개면
3122032,금광면
3122033,서운면
3122034,미양면
3122035,대덕면
3122036,양성면
3122038,원곡면
3122039,일죽면
3122040,죽산면
3122041,삼죽면
3122042,고삼면
3122051,안성1동
3122052,안성2동
3122053,안성3동
3123011,통진읍
3123012,고촌읍
3123013,양촌읍
3123034,대곶면
3123035,월곶면
3123036,하성면
3123053,사우동
3123054,풍무동
3123056,장기동
3123063,구래동
3123060,운양동
3123061,김포본동
3123062,장기본동
3123064,마산동
3125011,오포읍
3125012,초월읍
3125014,곤지암읍
3125034,도척면
3125035,퇴촌면
3125036,남종면
3125038,남한산성면
3125054,경안동
3125055,송정동
3125056,쌍령동
3125057,탄벌동
3125058,광남1동
3125059,광남2동
3127011,소흘읍
3127031,군내면
3127032,내촌면
3127033,가산면
3127034,신북면
3127035,창수면
3127036,영중면
3127037,일동면
3127038,이동면
3127039,영북면
3127040,관인면
3127041,화현면
3127051,포천동
3127052,선단동
3135011,연천읍
3135012,전곡읍
3135031,군남면
3135032,청산면
3135033,백학면
3135034,미산면
3135035,왕징면
3135036,신서면
3135037,중면
3135038,장남면
3138011,양평읍
3138031,강상면
3138032,강하면
3138033,양서면
3138034,옥천면
3138035,서종면
3138036,단월면
3138037,청운면
3138038,양동면
3138039,지평면
3138040,용문면
3138041,개군면
3137011,가평읍
3137031,설악면
3137032,청평면
3137033,상면
3137035,북면
3137036,조종면
3105087,심곡동
3105088,부천동
3105089,중동
3105090,신중동
3105091,상동
3105092,대산동
3105093,소사본동
3105094,범안동
3105095,성곡동
3105096,오정동
3201011,신북읍
3201031,동면
3201032,동산면
3201033,신동면
3201034,동내면
3201035,남면
3201036,남산면
3201037,서면
3201038,사북면
3201039,북산면
3201058,소양동
3201052,교동
3201053,조운동
3201054,약사명동
3201057,근화동
3201060,후평1동
3201061,후평2동
3201062,후평3동
3201063,효자1동
3201064,효자2동
3201065,효자3동
3201066,석사동
3201067,퇴계동
3201068,강남동
3201071,신사우동
3202011,문막읍
3202031,소초면
3202032,호저면
3202033,지정면
3202034,부론면
3202035,귀래면
3202036,흥업면
3202037,판부면
3202038,신림면
3202051,중앙동
3202052,원인동
3202053,개운동
3202054,명륜1동
3202055,명륜2동
3202056,단구동
3202057,일산동
3202058,학성동
3202060,단계동
3202061,우산동
3202062,태장1동
3202063,태장2동
3202064,봉산동
3202066,행구동
3202067,무실동
3202068,반곡관설동
3203011,주문진읍
3203031,성산면
3203032,왕산면
3203033,구정면
3203034,강동면
3203035,옥계면
3203036,사천면
3203037,연곡면
3203051,홍제동
3203052,중앙동
3203054,옥천동
3203055,교1동
3203056,교2동
3203057,포남1동
3203058,포남2동
3203059,초당동
3203060,송정동
3203061,내곡동
3203062,강남동
3203065,성덕동
3203067,경포동
3204051,천곡동
3204052,송정동
3204053,북삼동
3204054,부곡동
3204055,동호동
3204057,발한동
3204059,묵호동
3204060,북평동
3204063,망상동
3204065,삼화동
3207011,도계읍
3207012,원덕읍
3207031,근덕면
3207032,하장면
3207033,노곡면
3207034,미로면
3207035,가곡면
3207036,신기면
3207051,남양동
3207052,성내동
3207053,교동
3207054,정라동
3205051,황지동
3205052,황연동
3205053,삼수동
3205054,상장동
3205062,문곡소도동
3205056,장성동
3205055,구문소동
3205058,철암동
3235011,정선읍
3235012,고한읍
3235013,사북읍
3235014,신동읍
3235036,화암면
3235032,남면
3235037,여량면
3235034,북평면
3235035,임계면
3206051,영랑동
3206052,동명동
3206054,금호동
3206056,교동
3206057,노학동
3206058,조양동
3206059,청호동
3206060,대포동
3240011,간성읍
3240012,거진읍
3240031,현내면
3240032,죽왕면
3240033,토성면
3241011,양양읍
3241031,서면
3241032,손양면
3241033,현북면
3241034,현남면
3241035,강현면
3239011,인제읍
3239031,남면
3239032,북면
3239033,기린면
3239034,서화면
3239035,상남면
3231011,홍천읍
3231031,화촌면
3231032,두촌면
3231033,내촌면
3231034,서석면
3231036,남면
3231037,서면
3231038,북방면
3231039,내면
3231040,영귀미면
3232011,횡성읍
3232031,우천면
3232032,안흥면
3232033,둔내면
3232034,갑천면
3232035,청일면
3232036,공근면
3232037,서원면
3232038,강림면
3233011,영월읍
3233012,상동읍
3233038,김삿갓면
3233033,북면
3233034,남면
3233039,한반도면
3233036,주천면
3233040,무릉도원면
3233041,산솔면
3234011,평창읍
3234031,미탄면
3234032,방림면
3234033,대화면
3234034,봉평면
3234035,용평면
3234036,진부면
3234037,대관령면
3237011,화천읍
3237031,간동면
3237032,하남면
3237033,상서면
3237034,사내면
3238011,양구읍
3238032,동면
3238033,방산면
3238034,해안면
3238035,국토정중앙면
3236011,철원읍
3236012,김화읍
3236013,갈말읍
3236014,동송읍
3236031,서면
3236032,근남면
3236021,근북면
3304151,중앙동
3304152,성안동
3304153,탑·대성동
3304156,용담·명암·산성동
3304155,금천동
3304154,영운동
3304157,용암제1동
3304158,용암제2동
3304131,낭성면
3304132,미원면
3304133,가덕면
3304134,남일면
3304135,문의면
3304311,오송읍
3304331,강내면
3304332,옥산면
3304351,운천·신봉동
3304352,복대제1동
3304353,복대제2동
3304354,가경동
3304355,봉명제1동
3304356,봉명제2·송정동
3304357,강서제1동
3304358,강서제2동
3302011,주덕읍
3302031,살미면
3302032,수안보면
3302043,대소원면
3302034,신니면
3302035,노은면
3302036,앙성면
3302044,중앙탑면
3302038,금가면
3302039,동량면
3302040,산척면
3302041,엄정면
3302042,소태면
3302051,성내·충인동
3302053,교현·안림동
3302054,교현2동
3302055,용산동
3302056,지현동
3302057,문화동
3302058,호암·직동
3302060,달천동
3302061,봉방동
3302062,칠금·금릉동
3302063,연수동
3302064,목행·용탄동
3303011,봉양읍
3303031,금성면
3303032,청풍면
3303033,수산면
3303034,덕산면
3303035,한수면
3303036,백운면
3303037,송학면
3303051,교동
3303070,남현동
3303071,영서동
3303056,용두동
3303072,신백동
3303059,청전동
3303060,화산동
3303073,의림지동
3303074,중앙동
3338011,단양읍
3338012,매포읍
3338031,단성면
3338032,대강면
3338033,가곡면
3338034,영춘면
3338035,어상천면
3338036,적성면
3304411,내수읍
3304412,오창읍
3304431,북이면
3304452,우암동
3304453,내덕제1동
3304454,내덕제2동
3304455,율량·사천동
3304451,오근장동
3334011,영동읍
3334031,용산면
3334032,황간면
3334033,추풍령면
3334034,매곡면
3334035,상촌면
3334036,양강면
3334037,용화면
3334038,학산면
3334039,양산면
3334040,심천면
3332011,보은읍
3332031,속리산면
3332032,장안면
3332033,마로면
3332034,탄부면
3332035,삼승면
3332036,수한면
3332037,회남면
3332038,회인면
3332039,내북면
3332040,산외면
3333011,옥천읍
3333031,동이면
3333032,안남면
3333033,안내면
3333034,청성면
3333035,청산면
3333036,이원면
3333037,군서면
3333038,군북면
3337011,음성읍
3337012,금왕읍
3337031,소이면
3337032,원남면
3337033,맹동면
3337034,대소면
3337035,삼성면
3337036,생극면
3337037,감곡면
3335011,진천읍
3335032,초평면
3335033,문백면
3335034,백곡면
3335035,이월면
3335036,광혜원면
3335012,덕산읍
3336011,괴산읍
3336031,감물면
3336032,장연면
3336033,연풍면
3336034,칠성면
3336035,문광면
3336036,청천면
3336037,청안면
3336038,사리면
3336039,소수면
3336040,불정면
3339014,증평읍
3339031,도안면
3304231,남이면
3304232,현도면
3304251,사직제1동
3304252,사직제2동
3304253,사창동
3304254,모충동
3304255,산남동
3304256,분평동
3304257,수곡제1동
3304258,수곡제2동
3304259,성화·개신·죽림동
3402011,유구읍
3402031,이인면
3402032,탄천면
3402033,계룡면
3402034,반포면
3402036,의당면
3402037,정안면
3402038,우성면
3402039,사곡면
3402040,신풍면
3402051,중학동
3402058,웅진동
3402055,금학동
3402056,옥룡동
3402057,신관동
3402059,월송동
3403011,웅천읍
3403031,주포면
3403032,주교면
3403033,오천면
3403034,천북면
3403035,청소면
3403036,청라면
3403037,남포면
3403038,주산면
3403039,미산면
3403040,성주면
3403051,대천1동
3403052,대천2동
3403053,대천3동
3403054,대천4동
3403056,대천5동
3404011,염치읍
3404012,배방읍
3404031,송악면
3404033,탕정면
3404034,음봉면
3404035,둔포면
3404036,영인면
3404037,인주면
3404038,선장면
3404039,도고면
3404040,신창면
3404051,온양1동
3404052,온양2동
3404053,온양3동
3404054,온양4동
3404055,온양5동
3404056,온양6동
3405011,대산읍
3405031,인지면
3405032,부석면
3405033,팔봉면
3405034,지곡면
3405035,성연면
3405036,음암면
3405037,운산면
3405038,해미면
3405039,고북면
3405051,부춘동
3405052,동문1동
3405053,동문2동
3405054,수석동
3405055,석남동
3438011,태안읍
3438012,안면읍
3438031,고남면
3438032,남면
3438033,근흥면
3438034,소원면
3438035,원북면
3438036,이원면
3431011,금산읍
3431031,금성면
3431032,제원면
3431033,부리면
3431034,군북면
3431035,남일면
3431036,남이면
3431037,진산면
3431038,복수면
3431039,추부면
3406011,강경읍
3406012,연무읍
3406031,성동면
3406032,광석면
3406033,노성면
3406034,상월면
3406035,부적면
3406036,연산면
3406037,벌곡면
3406038,양촌면
3406039,가야곡면
3406040,은진면
3406041,채운면
3406051,취암동
3406052,부창동
3407031,두마면
3407033,엄사면
3407034,신도안면
3407051,금암동
3433011,부여읍
3433031,규암면
3433032,은산면
3433033,외산면
3433034,내산면
3433035,구룡면
3433036,홍산면
3433037,옥산면
3433038,남면
3433039,충화면
3433040,양화면
3433041,임천면
3433042,장암면
3433043,세도면
3433044,석성면
3433045,초촌면
3434011,장항읍
3434012,서천읍
3434031,마서면
3434032,화양면
3434033,기산면
3434034,한산면
3434035,마산면
3434036,시초면
3434037,문산면
3434038,판교면
3434039,종천면
3434040,비인면
3434041,서면
3436011,홍성읍
3436012,광천읍
3436032,금마면
3436033,홍동면
3436034,장곡면
3436035,은하면
3436036,결성면
3436037,서부면
3436038,갈산면
3436039,구항면
3436013,홍북읍
3435011,청양읍
3435031,운곡면
3435032,대치면
3435033,정산면
3435034,목면
3435035,청남면
3435036,장평면
3435037,남양면
3435038,화성면
3435039,비봉면
3437011,예산읍
3437012,삽교읍
3437031,대술면
3437032,신양면
3437033,광시면
3437034,대흥면
3437035,응봉면
3437036,덕산면
3437037,봉산면
3437038,고덕면
3437039,신암면
3437040,오가면
3408051,당진1동
3408011,합덕읍
3408012,송악읍
3408031,고대면
3408032,석문면
3408033,대호지면
3408034,정미면
3408035,면천면
3408036,순성면
3408037,우강면
3408038,신평면
3408039,송산면
3408052,당진2동
3408053,당진3동
3401211,성환읍
3401212,성거읍
3401213,직산읍
3401231,입장면
3401251,성정1동
3401252,성정2동
3401253,쌍용1동
3401254,쌍용2동
3401255,쌍용3동
3401258,백석동
3401260,부성1동
3401261,부성2동
3401262,불당1동
3401263,불당2동
3401111,목천읍
3401131,풍세면
3401132,광덕면
3401133,북면
3401134,성남면
3401135,수신면
3401136,병천면
3401137,동면
3401151,중앙동
3401152,문성동
3401153,원성1동
3401154,원성2동
3401155,봉명동
3401156,일봉동
3401157,신방동
3401158,청룡동
3401159,신안동
3501174,중앙동
3501175,풍남동
3501176,노송동
3501177,완산동
3501160,동서학동
3501161,서서학동
3501162,중화산1동
3501163,중화산2동
3501164,평화1동
3501165,평화2동
3501166,서신동
3501167,삼천1동
3501168,삼천2동
3501169,삼천3동
3501170,효자1동
3501171,효자2동
3501172,효자3동
3501178,효자4동
3501179,효자5동
3501269,진북동
3501254,인후1동
3501255,인후2동
3501256,인후3동
3501257,덕진동
3501258,금암1동
3501259,금암2동
3501260,팔복동
3501261,우아1동
3501262,우아2동
3501263,호성동
3501265,송천1동
3501266,송천2동
3501267,조촌동
3501270,혁신동
3501271,여의동
3502011,옥구읍
3502031,옥산면
3502032,회현면
3502033,임피면
3502034,서수면
3502035,대야면
3502036,개정면
3502037,성산면
3502038,나포면
3502039,옥도면
3502040,옥서면
3502051,해신동
3502053,월명동
3502056,삼학동
3502055,신풍동
3502060,중앙동
3502064,흥남동
3502065,조촌동
3502066,경암동
3502067,구암동
3502068,개정동
3502069,수송동
3502070,나운1동
3502071,나운2동
3502074,나운3동
3502072,소룡동
3502073,미성동
3503011,함열읍
3503031,오산면
3503032,황등면
3503033,함라면
3503034,웅포면
3503035,성당면
3503036,용안면
3503037,낭산면
3503038,망성면
3503039,여산면
3503040,금마면
3503041,왕궁면
3503042,춘포면
3503043,삼기면
3503044,용동면
3503051,중앙동
3503053,평화동
3503055,인화동
3503057,동산동
3503058,마동
3503059,남중동
3503061,모현동
3503062,송학동
3503065,신동
3503066,영등1동
3503071,영등2동
3503072,어양동
3503069,팔봉동
3503070,삼성동
3504011,신태인읍
3504031,북면
3504032,입암면
3504033,소성면
3504034,고부면
3504035,영원면
3504036,덕천면
3504037,이평면
3504038,정우면
3504039,태인면
3504040,감곡면
3504041,옹동면
3504042,칠보면
3504043,산내면
3504044,산외면
3504051,수성동
3504052,장명동
3504053,내장상동
3504054,시기동
3504060,초산동
3504057,연지동
3504058,농소동
3504059,상교동
3505011,운봉읍
3505031,주천면
3505032,수지면
3505033,송동면
3505034,주생면
3505035,금지면
3505036,대강면
3505037,대산면
3505038,사매면
3505039,덕과면
3505040,보절면
3505041,산동면
3505042,이백면
3505043,인월면
3505044,아영면
3505045,산내면
3505051,동충동
3505052,죽항동
3505054,노암동
3505055,금동
3505056,왕정동
3505057,향교동
3505059,도통동
3506011,만경읍
3506031,죽산면
3506032,백산면
3506033,용지면
3506034,백구면
3506035,부량면
3506036,공덕면
3506037,청하면
3506038,성덕면
3506039,진봉면
3506040,금구면
3506041,봉남면
3506042,황산면
3506043,금산면
3506044,광활면
3506051,요촌동
3506052,신풍동
3506054,검산동
3506058,교월동
3531011,삼례읍
3531012,봉동읍
3531013,용진읍
3531032,상관면
3531033,이서면
3531034,소양면
3531035,구이면
3531036,고산면
3531037,비봉면
3531038,운주면
3531039,화산면
3531040,동상면
3531041,경천면
3532011,진안읍
3532031,용담면
3532032,안천면
3532033,동향면
3532034,상전면
3532035,백운면
3532036,성수면
3532037,마령면
3532038,부귀면
3532039,정천면
3532040,주천면
3533011,무주읍
3533031,무풍면
3533032,설천면
3533033,적상면
3533034,안성면
3533035,부남면
3534011,장수읍
3534031,산서면
3534032,번암면
3534033,장계면
3534034,천천면
3534035,계남면
3534036,계북면
3535011,임실읍
3535031,청웅면
3535032,운암면
3535033,신평면
3535034,성수면
3535035,오수면
3535036,신덕면
3535037,삼계면
3535038,관촌면
3535039,강진면
3535040,덕치면
3535041,지사면
3536011,순창읍
3536031,인계면
3536032,동계면
3536033,적성면
3536034,유등면
3536035,풍산면
3536036,금과면
3536037,팔덕면
3536038,복흥면
3536039,쌍치면
3536040,구림면
3537011,고창읍
3537031,고수면
3537032,아산면
3537033,무장면
3537034,공음면
3537035,상하면
3537036,해리면
3537037,성송면
3537038,대산면
3537039,심원면
3537040,흥덕면
3537041,성내면
3537042,신림면
3537043,부안면
3538011,부안읍
3538031,주산면
3538032,동진면
3538033,행안면
3538034,계화면
3538035,보안면
3538036,변산면
3538037,진서면
3538038,백산면
3538039,상서면
3538040,하서면
3538041,줄포면
3538042,위도면
3601051,용당1동
3601052,용당2동
3601053,연동
3601055,산정동
3601056,연산동
3601057,원산동
3601058,대성동
3601060,목원동
3601062,동명동
3601063,삼학동
3601064,만호동
3601065,유달동
3601067,죽교동
3601068,북항동
3601069,용해동
3601070,이로동
3601071,상동
3601072,하당동
3601073,신흥동
3601074,삼향동
3601075,옥암동
3601076,부흥동
3601077,부주동
3602011,돌산읍
3602031,소라면
3602032,율촌면
3602033,화양면
3602034,남면
3602035,화정면
3602036,삼산면
3602051,동문동
3602052,한려동
3602053,중앙동
3602054,충무동
3602055,광림동
3602056,서강동
3602057,대교동
3602058,국동
3602059,월호동
3602060,여서동
3602061,문수동
3602062,미평동
3602063,둔덕동
3602064,만덕동
3602065,쌍봉동
3602066,시전동
3602067,여천동
3602068,주삼동
3602069,삼일동
3602070,묘도동
3603011,승주읍
3603031,주암면
3603032,송광면
3603033,외서면
3603034,낙안면
3603035,별량면
3603036,상사면
3603037,해룡면
3603038,서면
3603039,황전면
3603040,월등면
3603051,향동
3603054,매곡동
3603055,삼산동
3603056,조곡동
3603057,덕연동
3603058,풍덕동
3603059,남제동
3603060,저전동
3603061,장천동
3603062,중앙동
3603063,도사동
3603066,왕조1동
3603067,왕조2동
3604011,남평읍
3604031,세지면
3604032,왕곡면
3604033,반남면
3604034,공산면
3604035,동강면
3604036,다시면
3604037,문평면
3604038,노안면
3604039,금천면
3604040,산포면
3604041,다도면
3604042,봉황면
3604051,송월동
3604052,영강동
3604054,금남동
3604055,성북동
3604058,영산동
3604060,이창동
3604061,빛가람동
3606011,광양읍
3606031,봉강면
3606032,옥룡면
3606033,옥곡면
3606034,진상면
3606035,진월면
3606036,다압면
3606051,골약동
3606053,중마동
3606054,광영동
3606055,태인동
3606056,금호동
3631011,담양읍
3631031,봉산면
3631032,고서면
3631034,창평면
3631035,대덕면
3631036,무정면
3631037,금성면
3631038,용면
3631039,월산면
3631040,수북면
3631041,대전면
3631042,가사문학면
3645011,장성읍
3645031,진원면
3645032,남면
3645033,동화면
3645034,삼서면
3645035,삼계면
3645036,황룡면
3645037,서삼면
3645038,북일면
3645039,북이면
3645040,북하면
3632011,곡성읍
3632031,오곡면
3632032,삼기면
3632033,석곡면
3632034,목사동면
3632035,죽곡면
3632036,고달면
3632037,옥과면
3632038,입면
3632039,겸면
3632040,오산면
3633011,구례읍
3633031,문척면
3633032,간전면
3633033,토지면
3633034,마산면
3633035,광의면
3633036,용방면
3633037,산동면
3635011,고흥읍
3635012,도양읍
3635031,풍양면
3635032,도덕면
3635033,금산면
3635034,도화면
3635035,포두면
3635036,봉래면
3635037,동일면
3635038,점암면
3635039,영남면
3635040,과역면
3635041,남양면
3635042,동강면
3635043,대서면
3635044,두원면
3636011,보성읍
3636012,벌교읍
3636031,노동면
3636032,미력면
3636033,겸백면
3636034,율어면
3636035,복내면
3636036,문덕면
3636037,조성면
3636038,득량면
3636039,회천면
3636040,웅치면
3637011,화순읍
3637031,한천면
3637032,춘양면
3637033,청풍면
3637034,이양면
3637035,능주면
3637036,도곡면
3637037,도암면
3637038,이서면
3637040,동복면
3637042,동면
3637043,백아면
3637044,사평면
3638011,장흥읍
3638012,관산읍
3638013,대덕읍
3638031,용산면
3638032,안양면
3638033,장동면
3638034,장평면
3638035,유치면
3638036,부산면
3638037,회진면
3639011,강진읍
3639031,군동면
3639032,칠량면
3639033,대구면
3639034,마량면
3639035,도암면
3639036,신전면
3639037,성전면
3639038,작천면
3639039,병영면
3639040,옴천면
3646011,완도읍
3646012,금일읍
3646013,노화읍
3646031,군외면
3646032,신지면
3646033,고금면
3646034,약산면
3646035,청산면
3646036,소안면
3646037,금당면
3646038,보길면
3646039,생일면
3640011,해남읍
3640031,삼산면
3640032,화산면
3640033,현산면
3640034,송지면
3640035,북평면
3640036,북일면
3640037,옥천면
3640038,계곡면
3640039,마산면
3640040,황산면
3640041,산이면
3640042,문내면
3640043,화원면
3647011,진도읍
3647031,군내면
3647032,고군면
3647033,의신면
3647034,임회면
3647035,지산면
3647036,조도면
3641011,영암읍
3641012,삼호읍
3641031,덕진면
3641032,금정면
3641033,신북면
3641034,시종면
3641035,도포면
3641036,군서면
3641037,서호면
3641038,학산면
3641039,미암면
3642011,무안읍
3642012,일로읍
3642013,삼향읍
3642032,몽탄면
3642033,청계면
3642034,현경면
3642035,망운면
3642036,해제면
3642037,운남면
3644011,영광읍
3644012,백수읍
3644013,홍농읍
3644031,대마면
3644032,묘량면
3644033,불갑면
3644034,군서면
3644035,군남면
3644036,염산면
3644037,법성면
3644038,낙월면
3643011,함평읍
3643031,손불면
3643032,신광면
3643033,학교면
3643034,엄다면
3643035,대동면
3643036,나산면
3643037,해보면
3643038,월야면
3648011,지도읍
3648031,증도면
3648032,임자면
3648033,자은면
3648034,비금면
3648035,도초면
3648036,흑산면
3648037,하의면
3648038,신의면
3648039,장산면
3648040,안좌면
3648041,팔금면
3648042,암태면
3648012,압해읍
3701211,흥해읍
3701231,신광면
3701232,청하면
3701233,송라면
3701234,기계면
3701235,죽장면
3701236,기북면
3701267,중앙동
3701258,양학동
3701268,죽도동
3701261,용흥동
3701263,우창동
3701264,두호동
3701265,장량동
3701266,환여동
3701111,구룡포읍
3701112,연일읍
3701113,오천읍
3701131,대송면
3701132,동해면
3701133,장기면
3701135,호미곶면
3701160,상대동
3701161,해도동
3701155,송도동
3701156,청림동
3701157,제철동
3701158,효곡동
3701159,대이동
3743011,울릉읍
3743031,서면
3743032,북면
3702011,감포읍
3702012,안강읍
3702013,건천읍
3702014,외동읍
3702032,양남면
3702033,내남면
3702034,산내면
3702035,서면
3702036,현곡면
3702037,강동면
3702038,천북면
3702051,중부동
3702068,황오동
3702055,성건동
3702069,황남동
3702058,월성동
3702059,선도동
3702062,용강동
3702063,황성동
3702064,동천동
3702066,불국동
3702067,보덕동
3702039,문무대왕면
3703011,아포읍
3703031,농소면
3703032,남면
3703033,개령면
3703034,감문면
3703035,어모면
3703036,봉산면
3703037,대항면
3703038,감천면
3703039,조마면
3703040,구성면
3703041,지례면
3703042,부항면
3703043,대덕면
3703044,증산면
3703060,자산동
3703061,평화남산동
3703055,양금동
3703056,대신동
3703058,대곡동
3703059,지좌동
3703062,율곡동
3704011,풍산읍
3704031,와룡면
3704032,북후면
3704033,서후면
3704034,풍천면
3704035,일직면
3704036,남후면
3704037,남선면
3704038,임하면
3704039,길안면
3704040,임동면
3704041,예안면
3704042,도산면
3704043,녹전면
3704051,중구동
3704052,명륜동
3704054,용상동
3704062,서구동
3704056,태화동
3704058,평화동
3704059,안기동
3704060,옥동
3704061,송하동
3704063,강남동
3705011,선산읍
3705012,고아읍
3705031,무을면
3705032,옥성면
3705033,도개면
3705034,해평면
3705036,장천면
3705051,송정동
3705056,지산동
3705055,도량동
3705057,선주원남동
3705059,형곡1동
3705060,형곡2동
3705061,신평1동
3705062,신평2동
3705073,비산동
3705066,광평동
3705067,상모사곡동
3705069,임오동
3705070,인동동
3705071,진미동
3705072,양포동
3705013,산동읍
3705074,공단동
3705075,원평동
3706011,풍기읍
3706031,이산면
3706032,평은면
3706033,문수면
3706034,장수면
3706035,안정면
3706036,봉현면
3706037,순흥면
3706038,단산면
3706039,부석면
3706051,상망동
3706053,하망동
3706055,영주1동
3706058,영주2동
3706059,휴천1동
3706060,휴천2동
3706061,휴천3동
3706062,가흥1동
3706063,가흥2동
3707011,금호읍
3707031,청통면
3707032,신녕면
3707033,화산면
3707034,화북면
3707035,화남면
3707036,자양면
3707037,임고면
3707038,고경면
3707039,북안면
3707040,대창면
3707051,동부동
3707052,중앙동
3707053,서부동
3707054,완산동
3707055,남부동
3708011,함창읍
3708032,중동면
3708033,낙동면
3708034,청리면
3708035,공성면
3708036,외남면
3708037,내서면
3708038,모동면
3708039,모서면
3708040,화동면
3708041,화서면
3708042,화북면
3708043,외서면
3708044,은척면
3708045,공검면
3708046,이안면
3708047,화남면
3708052,남원동
3708053,북문동
3708054,계림동
3708055,동문동
3708056,동성동
3708057,신흥동
3708048,사벌국면
3709011,문경읍
3709012,가은읍
3709031,영순면
3709032,산양면
3709033,호계면
3709034,산북면
3709035,동로면
3709036,마성면
3709037,농암면
3709057,점촌1동
3709058,점촌2동
3709059,점촌3동
3709060,점촌4동
3709061,점촌5동
3740011,예천읍
3740031,용문면
3740034,감천면
3740035,보문면
3740036,호명면
3740037,유천면
3740038,용궁면
3740039,개포면
3740040,지보면
3740041,풍양면
3740042,효자면
3740043,은풍면
3710011,하양읍
3710012,진량읍
3710031,와촌면
3710032,자인면
3710033,용성면
3710034,남산면
3710036,남천면
3710051,중앙동
3710052,동부동
3710053,서부1동
3710057,서부2동
3710054,남부동
3710055,북부동
3710056,중방동
3710013,압량읍
3736012,청도읍
3736011,화양읍
3736031,각남면
3736032,풍각면
3736033,각북면
3736034,이서면
3736035,운문면
3736036,금천면
3736037,매전면
3737012,대가야읍
3737031,덕곡면
3737032,운수면
3737033,성산면
3737034,다산면
3737035,개진면
3737036,우곡면
3737037,쌍림면
3738011,성주읍
3738031,선남면
3738032,용암면
3738033,수륜면
3738034,가천면
3738035,금수면
3738036,대가면
3738037,벽진면
3738038,초전면
3738039,월항면
3739011,왜관읍
3739012,북삼읍
3739013,석적읍
3739031,지천면
3739032,동명면
3739033,가산면
3739036,약목면
3739037,기산면
3731011,군위읍
3731031,소보면
3731032,효령면
3731033,부계면
3731034,우보면
3731035,의흥면
3731036,산성면
3731038,삼국유사면
3732011,의성읍
3732031,단촌면
3732032,점곡면
3732033,옥산면
3732034,사곡면
3732035,춘산면
3732036,가음면
3732037,금성면
3732038,봉양면
3732039,비안면
3732040,구천면
3732041,단밀면
3732042,단북면
3732043,안계면
3732044,다인면
3732045,신평면
3732046,안평면
3732047,안사면
3733011,청송읍
3733032,부남면
3733033,현동면
3733034,현서면
3733035,안덕면
3733036,파천면
3733037,진보면
3733038,주왕산면
3734011,영양읍
3734031,입암면
3734032,청기면
3734033,일월면
3734034,수비면
3734035,석보면
3735011,영덕읍
3735031,강구면
3735032,남정면
3735033,달산면
3735034,지품면
3735035,축산면
3735036,영해면
3735037,병곡면
3735038,창수면
3741011,봉화읍
3741031,물야면
3741032,봉성면
3741033,법전면
3741034,춘양면
3741035,소천면
3741036,석포면
3741037,재산면
3741038,명호면
3741039,상운면
3742011,울진읍
3742012,평해읍
3742031,북면
3742039,금강송면
3742033,근남면
3742040,매화면
3742035,기성면
3742036,온정면
3742037,죽변면
3742038,후포면
3803011,문산읍
3803031,내동면
3803032,정촌면
3803033,금곡면
3803034,진성면
3803035,일반성면
3803036,이반성면
3803037,사봉면
3803038,지수면
3803039,대곡면
3803040,금산면
3803041,집현면
3803042,미천면
3803043,명석면
3803044,대평면
3803045,수곡면
3803074,중앙동
3803065,상평동
3803066,초장동
3803067,평거동
3803068,신안동
3803069,이현동
3803070,판문동
3803071,가호동
3803072,천전동
3803073,성북동
3803075,상봉동
3803076,충무공동
3803077,상대동
3803078,하대동
